תקופה,שם לקוח,מקט,שם פריט,כמות,מחיר,מחיר תקליט,סהכ לפריט
אוקטובר 2025,פאט ויני רגבה (שי),344,"עגבניה אשכול,קג",65,14.47,כן,941.16
אוקטובר 2025,פאט ויני רגבה (שי),1467,"עגבניות מגי,נספאק",52,22.03,כן,1146.05
אוקטובר 2025,פאט ויני רגבה (שי),1467,"עגבניות מגי,נספאק",29,23.08,כן,669.59
אוקטובר 2025,פאט ויני רגבה (שי),644,"עגבניות שרי מנומר,קג",40,18.36,כן,734.58
אוקטובר 2025,פאט ויני רגבה (שי),644,"עגבניות שרי מנומר,קג",18,19.41,כן,349.46
אוקטובר 2025,פאט ויני רגבה (שי),640,"עגבניות שרי צהוב,קג",56,18.36,כן,1028.41
אוקטובר 2025,פאט ויני רגבה (שי),640,"עגבניות שרי צהוב,קג",30,19.41,כן,582.43
אוקטובר 2025,פאט ויני רגבה (שי),563,"עגבניות שרי תמר,קג",109,18.36,כן,2001.73
אוקטובר 2025,פאט ויני רגבה (שי),563,"עגבניות שרי תמר,קג",56,19.41,כן,1087.21
אוקטובר 2025,פאט ויני רגבה (שי),54,"עירית,חבילה",19,2.8,לא,53.2
אוקטובר 2025,פאט ויני רגבה (שי),44,"פטרוזיליה,קג",32,9.9,לא,316.8
אוקטובר 2025,פאט ויני רגבה (שי),65,"פטריות א-ת,קג",85,25.4,לא,2159
אוקטובר 2025,פאט ויני רגבה (שי),565,"פטריות פורטבלה גדולות,קג",57,28,לא,1596
אוקטובר 2025,פאט ויני רגבה (שי),1383,"פלפל ירוק חריף,קג",4,12.06,כן,48.25
אוקטובר 2025,פאט ויני רגבה (שי),1383,"פלפל ירוק חריף,קג",5,14.16,כן,70.82
אוקטובר 2025,פאט ויני רגבה (שי),1383,"פלפל ירוק חריף,קג",3,14.58,כן,43.75
אוקטובר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",5,13.21,כן,66.09
אוקטובר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",15,13.32,כן,199.86
אוקטובר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",10,13.84,כן,138.49
אוקטובר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",12,13.95,כן,167.45
אוקטובר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",15,14.79,כן,221.91
אוקטובר 2025,פאט ויני רגבה (שי),119,"צ'ילי אדום,קג",28,20.5,לא,574
אוקטובר 2025,פאט ויני רגבה (שי),34,"רוזמרין,קג",0.5,13,לא,6.5
אוקטובר 2025,פאט ויני רגבה (שי),63,"רוקולה,קג",21,16,לא,336
אוקטובר 2025,פאט ויני רגבה (שי),190,"שום קלוף מובחר,קג",77,27,לא,2079
אוקטובר 2025,פאט ויני רגבה (שי),1255,"תירס לבן,יחידה",31,3.9,לא,120.9
אוקטובר 2025,פאט ויני רגבה (שי),855,"תפו""א באטר,קג",330,4.5,לא,1485
אוקטובר 2025,פאט ויני רגבה (שי),1503,"תפוז רגיל,קג",4,8.91,כן,35.65
אוקטובר 2025,פאט ויני רגבה (שי),1503,"תפוז רגיל,קג",8,9.64,כן,77.19
אוקטובר 2025,פאט ויני רגבה (שי),658,"תרד תורכי,קג",56,20,לא,1120
אוקטובר 2025,קינג קונג חדרה,1968,"אגוזי קשיו,קג",11,31.5,לא,346.5
אוקטובר 2025,קינג קונג חדרה,538,"אספרגוס בינוני,חבילה",9,22.8,לא,205.2
אוקטובר 2025,קינג קונג חדרה,219,"בזיליקום מהדרין,קג",10,21,לא,210
אוקטובר 2025,קינג קונג חדרה,1557,"בטטה בינוני,קג",1,8.91,כן,8.91
אוקטובר 2025,קינג קונג חדרה,1557,"בטטה בינוני,קג",1,13.53,כן,13.53
אוקטובר 2025,קינג קונג חדרה,1762,"בטטה יפנית,קג",5,16,לא,80
אוקטובר 2025,קינג קונג חדרה,927,"בטטה לבנה,קג",1,16,לא,16
אוקטובר 2025,קינג קונג חדרה,928,"בטטה סגולה,קג",15,16,לא,240
אוקטובר 2025,קינג קונג חדרה,1198,"בננה,קג",3,11.74,כן,35.24
אוקטובר 2025,קינג קונג חדרה,1198,"בננה,קג",5,11.95,כן,59.79
אוקטובר 2025,קינג קונג חדרה,1198,"בננה,קג",3,14.68,כן,44.06
אוקטובר 2025,קינג קונג חדרה,1198,"בננה,קג",2,15.31,כן,30.63
אוקטובר 2025,קינג קונג חדרה,1198,"בננה,קג",5,15.42,כן,77.12
אוקטובר 2025,קינג קונג חדרה,118,"בצל אדום,קג",8,4.5,כן,36.03
אוקטובר 2025,קינג קונג חדרה,1456,"בצל ירוק מהדרין,חבילה",296,3.8,לא,1124.8
אוקטובר 2025,קינג קונג חדרה,209,"בצל ירוק מהדרין,קג",1.5,23,לא,34.5
אוקטובר 2025,קינג קונג חדרה,714,"בצל מקולף גלאט,קג",85,6.6,כן,561.38
אוקטובר 2025,קינג קונג חדרה,400,"גזר,קג",30,3.66,כן,109.93
אוקטובר 2025,קינג קונג חדרה,400,"גזר,קג",40,3.87,כן,154.98
אוקטובר 2025,קינג קונג חדרה,78,"ג'ינג'ר,קג",20,21,לא,420
אוקטובר 2025,קינג קונג חדרה,1299,"גלנגל קפוא,חבילה",7,16,לא,112
אוקטובר 2025,קינג קונג חדרה,79,"זוקיני,קג",1,9.43,כן,9.43
אוקטובר 2025,קינג קונג חדרה,79,"זוקיני,קג",1,9.64,כן,9.64
אוקטובר 2025,קינג קונג חדרה,79,"זוקיני,קג",1,10.12,כן,10.12
אוקטובר 2025,קינג קונג חדרה,79,"זוקיני,קג",1,13.11,כן,13.11
אוקטובר 2025,קינג קונג חדרה,1899,"חסה לאליק אדום מהדרין,נספאק",12,9.2,לא,110.4
אוקטובר 2025,קינג קונג חדרה,1761,"חסה לאליק מהדרין,נספאק",1,8.8,לא,8.8
אוקטובר 2025,קינג קונג חדרה,1413,"חסה סלנובה מהדרין,יחידה",18,9,לא,162
אוקטובר 2025,קינג קונג חדרה,989,"חסה פקצוי מהדרין (זוג),נספאק",15,7.4,לא,111
אוקטובר 2025,קינג קונג חדרה,1663,"חסה קיסר זוג מהדרין,נספאק",157,8.5,לא,1334.5
אוקטובר 2025,קינג קונג חדרה,116,"כוסברה מהדרין,חבילה",46,3.5,לא,161
אוקטובר 2025,קינג קונג חדרה,1454,"כוסברה מהדרין,קג",8,19.5,לא,156
אוקטובר 2025,קינג קונג חדרה,629,"כוסברה מיקרו,נספאק",4,7,לא,28
אוקטובר 2025,קינג קונג חדרה,106,"כוסברה,קג",3,10.3,לא,30.9
אוקטובר 2025,קינג קונג חדרה,809,"כרוב לבן גולמי,קג",6,3.03,כן,18.2
אוקטובר 2025,קינג קונג חדרה,809,"כרוב לבן גולמי,קג",3,3.34,כן,10.04
אוקטובר 2025,קינג קונג חדרה,809,"כרוב לבן גולמי,קג",12,4.6,כן,55.31
אוקטובר 2025,קינג קונג חדרה,156,"כרישה/פרסה,קג",1,14.16,כן,14.16
אוקטובר 2025,קינג קונג חדרה,730,"ליים,קג",35,13.11,כן,459
אוקטובר 2025,קינג קונג חדרה,1685,"לימון סוג א,קג",182,12.06,כן,2195.73
אוקטובר 2025,קינג קונג חדרה,1074,"מלפפון,קג",22,5.71,כן,125.66
אוקטובר 2025,קינג קונג חדרה,1074,"מלפפון,קג",25,6.23,כן,155.92
אוקטובר 2025,קינג קונג חדרה,1074,"מלפפון,קג",29,6.44,כן,186.96
אוקטובר 2025,קינג קונג חדרה,1074,"מלפפון,קג",29,6.49,כן,188.48
אוקטובר 2025,קינג קונג חדרה,1074,"מלפפון,קג",29,6.91,כן,200.66
אוקטובר 2025,קינג קונג חדרה,269,"נבטים בתפזורת,קג",90,7.7,לא,693
אוקטובר 2025,קינג קונג חדרה,135,"נענע מהדרין,חבילה",22,4.5,לא,99
אוקטובר 2025,קינג קונג חדרה,1458,"נענע מהדרין,קג",1.5,19,לא,28.5
אוקטובר 2025,קינג קונג חדרה,51,"נענע,קג",1,12,לא,12
אוקטובר 2025,קינג קונג חדרה,282,"סלק מיקרו,נספאק",5,7,לא,35
אוקטובר 2025,קינג קונג חדרה,1216,"סלק,קג",16,4.5,כן,72.07
אוקטובר 2025,קינג קונג חדרה,117,"סלרי עלים מהדרין,חבילה",2,4.8,לא,9.6
אוקטובר 2025,קינג קונג חדרה,344,"עגבניה אשכול,קג",1,13.63,כן,13.63
אוקטובר 2025,קינג קונג חדרה,344,"עגבניה אשכול,קג",1,14.47,כן,14.47
אוקטובר 2025,קינג קונג חדרה,1467,"עגבניות מגי,נספאק",1,22.03,כן,22.03
אוקטובר 2025,קינג קונג חדרה,1467,"עגבניות מגי,נספאק",1,23.08,כן,23.08
אוקטובר 2025,קינג קונג חדרה,563,"עגבניות שרי תמר,קג",1,18.36,כן,18.36
אוקטובר 2025,קינג קונג חדרה,563,"עגבניות שרי תמר,קג",1,19.41,כן,19.41
אוקטובר 2025,קינג קונג חדרה,126,"עירית מהדרין,נספאק",232,4,לא,928
אוקטובר 2025,קינג קונג חדרה,1016,"עלי קישוט,יחידה",100,1.3,לא,130
אוקטובר 2025,קינג קונג חדרה,1511,"פומלית,קג",1,8.91,כן,8.91
אוקטובר 2025,קינג קונג חדרה,1511,"פומלית,קג",5,9.96,כן,49.82
אוקטובר 2025,קינג קונג חדרה,1511,"פומלית,קג",5,11.74,כן,58.74
אוקטובר 2025,קינג קונג חדרה,74,"פטריות א-א,קג",11,26,לא,286
אוקטובר 2025,קינג קונג חדרה,1421,"פלפל אדום,קג",2,10.8,כן,21.6
אוקטובר 2025,קינג קונג חדרה,1421,"פלפל אדום,קג",3,11.85,כן,35.56
אוקטובר 2025,קינג קונג חדרה,645,"פלפל חלפיניו (ירוק),קג",2,26,לא,52
אוקטובר 2025,קינג קונג חדרה,740,"פלפל פדרון קלסיקו,קג",1,38.5,לא,38.5
אוקטובר 2025,קינג קונג חדרה,119,"צ'ילי אדום,קג",12,20.5,לא,246
אוקטובר 2025,קינג קונג חדרה,888,"צנונית,חבילה",7,3.9,לא,27.3
אוקטובר 2025,קינג קונג חדרה,312,"שאלוט מקולף,קג",5,29,לא,145
אוקטובר 2025,קינג קונג חדרה,190,"שום קלוף מובחר,קג",27,27,לא,729
אוקטובר 2025,קינג קונג חדרה,1640,"שורש וואסבי בינוני,יחידה",1,59,לא,59
אוקטובר 2025,קינג קונג חדרה,1010,"שיסו אדום מיקרו,נספאק",1,8,לא,8
אוקטובר 2025,קינג קונג חדרה,634,"שעועית,קג",8,34.63,כן,277.11
אוקטובר 2025,קינג קונג חדרה,634,"שעועית,קג",2,35.68,כן,71.37
אוקטובר 2025,קינג קונג חדרה,634,"שעועית,קג",2,36.73,כן,73.47
אוקטובר 2025,קינג קונג חדרה,1503,"תפוז רגיל,קג",1,8.91,כן,8.91
אוקטובר 2025,קינג קונג חדרה,264,"תרד בייבי מהדרין,קג",13,26.8,לא,348.4
אוקטובר 2025,"קינג קונג חורב בע""מ",1968,"אגוזי קשיו,קג",23,31.5,לא,724.5
אוקטובר 2025,"קינג קונג חורב בע""מ",538,"אספרגוס בינוני,חבילה",4,22.8,לא,91.2
אוקטובר 2025,"קינג קונג חורב בע""מ",28,"בזיליקום,קג",19,18.4,לא,349.6
אוקטובר 2025,"קינג קונג חורב בע""מ",1557,"בטטה בינוני,קג",3,8.91,כן,26.74
אוקטובר 2025,"קינג קונג חורב בע""מ",1762,"בטטה יפנית,קג",16,16,לא,256
אוקטובר 2025,"קינג קונג חורב בע""מ",927,"בטטה לבנה,קג",3,16,לא,48
אוקטובר 2025,"קינג קונג חורב בע""מ",928,"בטטה סגולה,קג",5,16,לא,80
אוקטובר 2025,"קינג קונג חורב בע""מ",1198,"בננה,קג",2,11.74,כן,23.49
אוקטובר 2025,"קינג קונג חורב בע""מ",1198,"בננה,קג",4,11.95,כן,47.83
אוקטובר 2025,"קינג קונג חורב בע""מ",1198,"בננה,קג",5,14.68,כן,73.44
אוקטובר 2025,"קינג קונג חורב בע""מ",1198,"בננה,קג",4,15.31,כן,61.27
אוקטובר 2025,"קינג קונג חורב בע""מ",1198,"בננה,קג",4,15.42,כן,61.69
אוקטובר 2025,"קינג קונג חורב בע""מ",118,"בצל אדום,קג",15,4.5,כן,67.56
אוקטובר 2025,"קינג קונג חורב בע""מ",309,"בצל ירוק,קג",95,11.9,לא,1130.5
אוקטובר 2025,"קינג קונג חורב בע""מ",103,"בצל מקולף ללא שורש,קג",185,8.17,כן,1513.2
אוקטובר 2025,"קינג קונג חורב בע""מ",400,"גזר,קג",45,3.66,כן,164.9
אוקטובר 2025,"קינג קונג חורב בע""מ",400,"גזר,קג",75,3.87,כן,290.58
אוקטובר 2025,"קינג קונג חורב בע""מ",78,"ג'ינג'ר,קג",16,21,לא,336
אוקטובר 2025,"קינג קונג חורב בע""מ",1299,"גלנגל קפוא,חבילה",14,16,לא,224
אוקטובר 2025,"קינג קונג חורב בע""מ",79,"זוקיני,קג",3,9.43,כן,28.31
אוקטובר 2025,"קינג קונג חורב בע""מ",79,"זוקיני,קג",6,9.64,כן,57.89
אוקטובר 2025,"קינג קונג חורב בע""מ",79,"זוקיני,קג",2,10.12,כן,20.24
אוקטובר 2025,"קינג קונג חורב בע""מ",79,"זוקיני,קג",4,13.11,כן,52.45
אוקטובר 2025,"קינג קונג חורב בע""מ",784,"חסה אמריקאית ארוז,יחידה",340,3.8,לא,1292
אוקטובר 2025,"קינג קונג חורב בע""מ",1817,"חסה לאליק אדום,נספאק",35,8.8,לא,308
אוקטובר 2025,"קינג קונג חורב בע""מ",1639,"חסה לאליק,נספאק",2,8.8,לא,17.6
אוקטובר 2025,"קינג קונג חורב בע""מ",871,"חסה סלנובה,נספאק",15,8.5,לא,127.5
אוקטובר 2025,"קינג קונג חורב בע""מ",447,"חסה פקצ'וי,יחידה",35,3.7,לא,129.5
אוקטובר 2025,"קינג קונג חורב בע""מ",629,"כוסברה מיקרו,נספאק",15,7,לא,105
אוקטובר 2025,"קינג קונג חורב בע""מ",106,"כוסברה,קג",54,10.3,לא,556.2
אוקטובר 2025,"קינג קונג חורב בע""מ",809,"כרוב לבן גולמי,קג",12,3.03,כן,36.41
אוקטובר 2025,"קינג קונג חורב בע""מ",809,"כרוב לבן גולמי,קג",3,3.34,כן,10.04
אוקטובר 2025,"קינג קונג חורב בע""מ",809,"כרוב לבן גולמי,קג",18,4.6,כן,82.97
אוקטובר 2025,"קינג קונג חורב בע""מ",730,"ליים,קג",25,13.11,כן,327.86
אוקטובר 2025,"קינג קונג חורב בע""מ",1685,"לימון סוג א,קג",215,12.06,כן,2593.86
אוקטובר 2025,"קינג קונג חורב בע""מ",985,"לימון,קג",20,9.96,כן,199.29
אוקטובר 2025,"קינג קונג חורב בע""מ",1074,"מלפפון,קג",42,5.71,כן,239.9
אוקטובר 2025,"קינג קונג חורב בע""מ",1074,"מלפפון,קג",41,6.23,כן,255.71
אוקטובר 2025,"קינג קונג חורב בע""מ",1074,"מלפפון,קג",46,6.44,כן,296.56
אוקטובר 2025,"קינג קונג חורב בע""מ",1074,"מלפפון,קג",55,6.49,כן,357.47
אוקטובר 2025,"קינג קונג חורב בע""מ",1074,"מלפפון,קג",52,6.91,כן,359.81
אוקטובר 2025,"קינג קונג חורב בע""מ",269,"נבטים בתפזורת,קג",166,7.7,לא,1278.2
אוקטובר 2025,"קינג קונג חורב בע""מ",51,"נענע,קג",7,12,לא,84
אוקטובר 2025,"קינג קונג חורב בע""מ",282,"סלק מיקרו,נספאק",17,7,לא,119
אוקטובר 2025,"קינג קונג חורב בע""מ",1216,"סלק,קג",36,4.5,כן,162.16
אוקטובר 2025,"קינג קונג חורב בע""מ",97,"סלרי,יחידה",2,3.5,לא,7
אוקטובר 2025,"קינג קונג חורב בע""מ",344,"עגבניה אשכול,קג",1,10.59,כן,10.59
אוקטובר 2025,"קינג קונג חורב בע""מ",344,"עגבניה אשכול,קג",2,13.11,כן,26.22
אוקטובר 2025,"קינג קונג חורב בע""מ",344,"עגבניה אשכול,קג",1,13.63,כן,13.63
אוקטובר 2025,"קינג קונג חורב בע""מ",344,"עגבניה אשכול,קג",2,14.47,כן,28.95
אוקטובר 2025,"קינג קונג חורב בע""מ",1467,"עגבניות מגי,נספאק",1,22.03,כן,22.03
אוקטובר 2025,"קינג קונג חורב בע""מ",563,"עגבניות שרי תמר,קג",6,18.36,כן,110.18
אוקטובר 2025,"קינג קונג חורב בע""מ",563,"עגבניות שרי תמר,קג",6,19.41,כן,116.48
אוקטובר 2025,"קינג קונג חורב בע""מ",53,"עירית,קג",36,29.9,לא,1076.4
אוקטובר 2025,"קינג קונג חורב בע""מ",1016,"עלי קישוט,יחידה",160,1.3,לא,208
